49,425,220,160,10.1,32.2,44.3,9.4,6.7,18.8
50,425,220,160,10,31.3,59.9,15.9,8.3,19.7
51,425,220,160,9,29.7,41.3,14.4,7.7,15.8
52,425,220,160,10.2,26.8,52.5,12.9,8.6,8.3
53,425,220,160,9.9,32.5,52.7,19.9,5.4,16.7
54,425,220,160,8.8,29.5,45.9,7.9,15.3,7.7
55,425,220,160,8.5,26.4,51.7,8.4,9.9,7.9
56,425,220,160,9.5,34.5,51.3,6.3,12.8,15.1
57,425,220,160,10.7,32.9,35.3,19.2,15.1,11.2
58,425,220,160,9,27.9,34.5,15,12.1,15.4
59,425,220,160,9.7,29.4,59.7,13.2,12.3,17.5
60,425,220,160,8.7,28.4,35.7,14.6,11.5,14.3
61,425,220,160,10.3,21.9,32.3,14.5,7,17.3
62,425,220,160,8.9,24.4,46.9,14.3,12.2,9.8
63,425,220,160,9.2,26.9,57.9,13.9,16.9,17.1
64,425,220,160,9.7,22.4,53.1,18,17.7,20
65,425,220,160,10.6,31.7,37.7,14,9.1,19.1
66,425,220,160,11,23,40.7,19,9.3,6.3
67,425,220,160,9.7,23.5,44.5,8,13.5,11.8
68,425,220,160,8.3,22.6,58.7,5.6,15.2,11.9
69,425,220,160,8.5,22.5,34.7,6.9,11.2,16
70,425,220,160,9.1,27,57.1,5.8,8.8,14.4
71,425,220,160,10.3,23.9,50.5,11.6,18.9,18.5
72,425,220,160,9,34,41.5,11.7,6.3,11.7
73,425,220,160,10.6,27.1,35.5,9.6,7.3,9.5
74,425,220,160,9.1,22.8,43.3,16.9,8,6.5
75,425,220,160,10.8,33,46.7,15.2,7.5,17.9
76,425,220,160,9.1,34.3,33.3,17.2,14.7,9.3
77,425,220,160,8.6,26.7,48.1,19.8,13.3,12
78,425,220,160,8.9,20.5,38.7,20,5.8,14
79,425,220,160,9.7,24,40.1,7.1,19.3,9.7
80,425,220,160,9.4,25.6,47.7,7.2,15.8,15.3
81,425,220,160,9,29.1,37.3,15.8,16,13
82,425,220,160,10.9,24.5,38.1,5.3,6.5,8.7
83,425,220,160,9.4,28.6,49.5,13.3,17.5,18.4
84,425,220,160,9.6,31.8,36.9,11.4,19.6,6.9
85,425,220,160,10.5,23.1,56.1,18.4,19.5,10.6
86,425,220,160,8.9,22.3,58.3,12,18,10
87,425,220,160,10.1,24.3,53.3,10.3,16.7,13.6
88,425,220,160,10.3,25,39.7,14.1,12.7,6.7
89,425,220,160,9.4,26.1,48.5,17.3,8.1,12.3
90,425,220,160,9.8,28.5,32.9,12.1,11.4,7.3
91,425,220,160,8.3,22,56.7,9.2,7.9,7.8
92,425,220,160,8.2,23.8,59.5,8.6,5.5,18.6
93,425,220,160,9.3,32.8,54.7,12.7,19.2,10.4
94,425,220,160,10.4,20.2,38.5,8.8,10.1,14.5
95,425,220,160,10.8,33.5,49.1,6.8,9.6,19.8
96,425,220,160,8.2,31,30.9,17,10.5,12.6
97,425,220,160,9.7,27.3,44.1,8.5,11.6,16.2
98,425,220,160,9.3,28.7,40.3,12.3,14.8,17.6
99,425,220,160,8.1,22.9,35.1,17.1,5.7,12.9
100,425,220,160,8.9,26.2,36.1,10.1,16.8,15.5
101,425,220,160,8.5,34.8,42.5,15.1,13.2,7.6
102,425,220,160,10,27.7,33.9,11.2,17,19.6
103,425,220,160,9.2,28.9,48.7,15.3,10.9,9.1
104,425,220,160,9.6,23.6,45.3,15.6,11.7,10.1
105,425,220,160,8.7,27.4,54.1,13.1,5.9,18.7
106,425,220,160,10,30.6,52.3,5.2,8.2,13.2
107,425,220,160,8.7,30.5,50.1,10.2,15,17.8
108,425,220,160,10,25.5,30.5,10.6,10.4,12.1
109,425,220,160,9.9,25.3,30.7,8.2,18.7,10.2
110,425,220,160,10.5,35,38.3,6.6,7.6,5.3
111,425,220,160,9.1,20.1,47.5,18.8,19.4,15.9
112,425,220,160,8.1,33.2,49.7,10.8,12.9,12.4
113,425,220,160,8.6,33.4,43.1,19.3,15.6,12.7
114,425,220,160,10.5,31.9,55.7,9.8,19.9,14.8
115,425,220,160,8.8,21.6,52.9,16.7,10.2,5.7
116,425,220,160,10.6,24.1,58.5,10.4,11.1,10.9
117,425,220,160,9.5,23.7,48.3,19.4,11.3,18
118,425,220,160,10.8,30.3,40.9,17.7,16.2,16.3
119,425,220,160,8.1,22.1,31.7,9,17.1,8.1
120,425,220,160,9.6,32.7,47.9,7.7,7.1,8.2
121,425,220,160,8.5,21.8,54.3,17.8,8.4,7.1
122,425,220,160,11,30.7,42.3,18.3,11,5.1
123,425,220,160,8.1,27.6,33.1,9.1,6,12.5
124,425,220,160,10.1,31.1,38.9,15.5,12.4,15.6
125,425,220,160,10.5,30.9,34.9,12.2,10.6,16.8
126,425,220,160,10.6,33.1,39.3,18.9,7.8,13.5
127,425,220,160,8.3,33.6,43.9,16.6,9.4,7.4
128,425,220,160,9.3,24.6,46.3,7.5,18.6,15.2
129,425,220,160,8.8,31.4,43.7,17.9,15.5,8
130,425,220,160,10.4,23.3,56.9,19.7,11.9,8.6
131,425,220,160,9.3,20.8,45.1,11.5,19.1,6.8
132,425,220,160,10.8,32.3,59.1,18.6,6.9,8.5
133,425,220,160,8.6,28.3,49.3,13,16.6,8.9
134,425,220,160,8.9,28.2,56.5,6.2,16.4,9.2
135,425,220,160,8.4,33.8,36.7,7,13.4,11.3
136,425,220,160,8.5,30.2,52.1,10.5,8.5,11.1
137,425,220,160,10.5,30,37.9,16.2,14.3,9.6
138,425,220,160,9.8,33.3,51.9,18.1,10,9.9
139,425,220,160,9.5,31.6,54.9,19.6,7.2,19.3
140,425,220,160,8.6,28.8,32.7,9.9,9,16.4
141,425,220,160,10.4,21.7,37.5,13.4,18.4,13.8
142,425,220,160,10.2,24.2,36.3,5.1,6.6,9
143,425,220,160,9.5,34.1,50.3,5.7,9.7,9.4
144,425,220,160,10,21.3,55.9,5.9,6.2,6.1
145,425,220,160,9.2,26.5,42.9,17.4,10.8,19.5
146,425,220,160,8.3,21.4,56.3,14.2,5.1,16.6
147,425,220,160,8.7,34.7,51.1,7.3,18.5,14.1
148,425,220,160,8.4,30.8,30.1,12.4,8.9,11
149,425,220,160,9,29.2,47.1,6.7,6.8,8.8
150,425,220,160,8.8,27.5,42.1,5.5,10.3,14.9
